audio,labeled_text
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22768/chunk_out_2.wav,vâng vâng vâng
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22779/chunk_out_1.wav,giao qua nhà cho chị nhớ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22779/chunk_out_2.wav,vâng em đến ngay đây ạ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22779/chunk_out_3.wav,vâng vâng em xuống em đến ngay ạ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22780/chunk_out_1.wav,em đang đứng ở
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22780/chunk_out_2.wav,em đang đứng ở nhà số bảy à ngách một trăm mười một ngó hai tư kim đồng chị ạ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22780/chunk_out_6.wav,thế à chị thế mai em qua gửi cho chị nhé
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22780/chunk_out_7.wav,vâng vâng
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22780/chunk_out_8.wav,vâng vâng
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22869/chunk_in_1.wav,vậy chắc phải lúc nữa bây giờ đang đi làm thôn nê
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22869/chunk_in_2.wav,đi làm ở mãi bên này cơ ở xa nhà
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22869/chunk_in_5.wav,đang bừa ở ruộng ý sao về được
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22869/chunk_in_6.wav,cũng chẳng có tiền ở giữa đồng ấy
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22869/chunk_in_8.wav,à có cầm tiền đi đâu cái đồng hồ đúng không
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22869/chunk_in_10.wav,ừ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22869/chunk_in_12.wav,đằng trên thì không ấy nhưng mà nhà bên dưới không có ai ở nhà đâu
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22869/chunk_in_13.wav,ngoài đường ấy ngoài đường ngoài ngã ba ấy
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22869/chunk_in_14.wav,à không bên dưới sân sau chỗ nhà hậu thương cái chỗ ảnh viện áo cưới ấy
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22869/chunk_out_0.wav,mình lấy đơn hàng ở thôn nào anh ơi
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22869/chunk_out_1.wav,làm ở đâu anh
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22869/chunk_out_3.wav,về lấy em với em đi sang tân trào cái
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22869/chunk_out_6.wav,vâng thế thì không ấy mai lấy nhớ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22869/chunk_out_8.wav,em sang tân trào chứ đợi lâu thì không đợi được vì nay nhiều hàng ý
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22869/chunk_out_9.wav,thế nhờ ai lấy
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22869/chunk_out_10.wav,thôn lê là ở ngoài à ao gà hay là trong nhà văn hoá ạ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22869/chunk_out_12.wav,vâng vâng
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22874/chunk_in_0.wav,đơn hàng gì đấy em
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22874/chunk_out_0.wav,mình có đơn hàng lấy chỗ nào thôn cả ấy nhở
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22874/chunk_out_1.wav,nám trị thâm bị nám gì
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22876/chunk_in_1.wav,chị xuống
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22876/chunk_in_2.wav,ừ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22876/chunk_in_4.wav,không cứ vứt ở trên tầng cho chị ở trên phòng marketing ấy cứ để đấy cho chị nhớ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22876/chunk_in_5.wav,ừ chờ tí chị xuống chị xem
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22876/chunk_out_0.wav,chị à chị ơi em gọi giao đơn hàng quần áo gửi cho chị ạ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22876/chunk_out_1.wav,vâng em em chờ em mấy phút em đến em gọi chị nhớ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22876/chunk_out_2.wav,chờ em hai ba phút thôi
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22876/chunk_out_3.wav,vâng vâng vâng vâng
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22876/chunk_out_4.wav,bạn lễ tân hả chị
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22922/chunk_in_0.wav,ừ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22922/chunk_out_0.wav,chị ơi em gọi để giao đơn hàng đôi giày cho chị chị ạ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22922/chunk_out_1.wav,đến nhà chị rồi chị xuống lấy cho em đi nhá
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22922/chunk_out_2.wav,để ở đâu hả chị
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22922/chunk_out_3.wav,để ở chỗ nào ạ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22922/chunk_out_4.wav,treo ờ cửa nhà mất nó có đảm bảo không chị có để được không có mất hàng không
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22926/chunk_in_0.wav,đang đi làm cỗ rồi có cái gì ý nhở
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22926/chunk_in_1.wav,thế ạ à nhưng mà không có nhà lúc nào về
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22926/chunk_in_2.wav,ở tận tận trong
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22926/chunk_in_5.wav,vào trong chỗ miền tây bên trong này
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22926/chunk_in_6.wav,đi qua nhà hà khang xong rồi rẽ xuống
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22926/chunk_in_7.wav,nhật thi may quần áo mà
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22926/chunk_in_8.wav,đứng đấy gọi nhá
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22926/chunk_out_0.wav,thái tuế gì đấy cô
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22926/chunk_out_2.wav,à miền tây à chỗ nào miền tây đấy tý nữa đằng nào cháu cũng qua miền tây
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22926/chunk_out_3.wav,đến nhà văn hoá chưa cô nhỉ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22926/chunk_out_5.wav,à rồi rồi cháu biết cháu biết
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22926/chunk_out_6.wav,vâng vâng nhá
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22936/chunk_in_0.wav,ở ủy ban ý cô đang ở trên siêu thị mặt đất đây
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22936/chunk_out_0.wav,cô ơi ra cổng lấy hàng cháu với
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22941/chunk_out_1.wav,đây đây
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22948/chunk_in_1.wav,đơn hàng bao tiền ấy nhờ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22948/chunk_in_2.wav,trăm bốn mươi nghìn ạ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22948/chunk_in_3.wav,không
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22948/chunk_in_6.wav,cho chị tài khoản chiều mai chị chuyển tiền được không
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22948/chunk_in_7.wav,tại vì là chị vừa mới lấy một cái đơn hàng thì chiều mai mới có tiền
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22948/chunk_in_8.wav,ngày kia lấy xuống nhá khi nào xuống gọi chị nhá
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22948/chunk_in_9.wav,ừ ừ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22948/chunk_out_1.wav,alo mình có đơn hàng về dộc vầu này chứ nào dộc vầu đấy ạ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22948/chunk_out_3.wav,hai trăm bốn mươi nghìn
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22948/chunk_out_5.wav,chiều mai không biết bọn em xuống không xuống được đâu
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22948/chunk_out_6.wav,ở đây
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22948/chunk_out_7.wav,em chịu thôi bọn em làm sao để được hàng như thế
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22966/chunk_in_1.wav,gì mà bây giờ cứ giao buổi trưa này là đéo nhận được hàng đâu bởi vì tao còn phải đi làm chứ mẹ ở nhà chờ thế đéo nào được
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22966/chunk_in_2.wav,mười hai nữa là đi làm suốt tối mới về
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22966/chunk_in_3.wav,đấy bây giờ mày cứ giao buổi trưa thì tao chịu bảo bên kia rồi đấy
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22966/chunk_out_1.wav,ôi bảo chiều hôm qua lấy hộ cháu mà chẳng thấy gì
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22966/chunk_out_2.wav,ô kê ô kê
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22989/chunk_in_1.wav,ờ bao giờ nó còn trăng ra đang ở trong rừng trong lán này
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22989/chunk_in_2.wav,ai không lấy được thành hôm nay bây giờ vẫn đang có công việc trong này cơ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22989/chunk_in_3.wav,nhà bây giờ vợ con nó không biết cái gì đâu
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22989/chunk_out_0.wav,anh lấy cho em măng tứ quý à anh ơi
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22989/chunk_out_1.wav,à chỗ nhà cổng ông minh đây
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22989/chunk_out_2.wav,người nhà ở đây lấy không
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22989/chunk_out_3.wav,chạy về lấy đi
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22990/chunk_out_1.wav,dạ vâng vâng
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22995/chunk_in_1.wav,ừ ông nhà ông minh à
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22995/chunk_out_0.wav,vâng em đợi đây nhá
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/22995/chunk_out_1.wav,vâng
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23004/chunk_in_2.wav,thì anh đã bảo mới em từ hôm qua là anh sáu giờ bảy giờ tối với lại sáu giờ sáng thì em giao được thì anh mới ở nhà được
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23004/chunk_in_3.wav,anh ở đúng đường rẽ đồng tâm ạ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23004/chunk_in_4.wav,ừ có quán bia thảo nguyên ấy nhưng cái đấy anh phải nhận hàng anh kiểm tra hàng anh thanh toán được
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23004/chunk_in_5.wav,ừ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23004/chunk_in_6.wav,ừ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23004/chunk_in_7.wav,vì anh đi làm thì là khoảng sáu rưỡi anh đi làm rồi đến bảy giờ tối anh mới về cơ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23004/chunk_in_8.wav,đây nếu không anh gửi tiền cũng được nhưng cái đấy anh phải nhìn thấy hàng
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23004/chunk_in_9.wav,không biết không xem được
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23004/chunk_in_10.wav,ừ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23004/chunk_out_2.wav,anh
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23004/chunk_out_3.wav,vâng anh có đơn đồng hồ không anh đang ở chỗ nào chợ mít tý em giao
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23004/chunk_out_6.wav,thế không nói cái gì nhở có ai ở nhà thì anh gọi qua zalo
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23004/chunk_out_8.wav,xem được không anh
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23004/chunk_out_9.wav,không ý là bảo chị ở nhà phải chị xem cho anh ý
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23010/chunk_in_0.wav,khoảng sáu giờ tối em qua nhà anh được không
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23010/chunk_in_1.wav,khoảng sáu giờ tối em qua nhà anh được không
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23010/chunk_in_2.wav,bảo sáu giờ tối em qua chỗ nhà anh có được không
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23010/chunk_in_3.wav,ở đâu
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23010/chunk_in_4.wav,thế chúng mày có cái kho hàng ngay cổng nhà máy đường ấy nhà anh đúng đường rẽ đồng tâm cái đường trên này này
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23010/chunk_in_5.wav,thế thì thế thì không được rồi
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23010/chunk_in_6.wav,anh thì sáu giờ tối anh mới về
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23010/chunk_in_7.wav,rồi ô kê em ừ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23010/chunk_in_8.wav,ừ ừ ừ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23010/chunk_in_9.wav,rồi rồi thế anh thấy chúng mày có cái kho ngay cổng chỗ nhà máy đường mà
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23010/chunk_in_10.wav,à thế à ừ ừ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23010/chunk_in_11.wav,rồi rồi
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23010/chunk_in_13.wav,thế thì khó quá nhờ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23010/chunk_in_14.wav,ừ rồi rồi
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23010/chunk_out_2.wav,sáu giờ tối em lại về mất rồi
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23010/chunk_out_3.wav,em đang sáu giờ tối em lại về rồi bây giờ thì em đang ở trại mít ạ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23010/chunk_out_4.wav,em ở
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23010/chunk_out_7.wav,vâng thế sáu giờ tối thì anh cứ gọi em nếu mà em còn ở đây thì em giao nhá 
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23010/chunk_out_11.wav,vâng nó nhiều hãng mà anh à vi en pi nó có ở đông lợi ý nhưng mà bên em giao hàng tiết kiệm nó tận mãi trên huyện ấy
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23020/chunk_in_0.wav,thắt lưng quân đội đấy
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23020/chunk_in_2.wav,cũng gần nhà thôi có gì đến nhà đến cổng tao mới về
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23020/chunk_in_3.wav,ờ thế nhá
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23020/chunk_out_3.wav,bảo bác ơi đặt đơn thắt lưng gì mà hai trăm hả bác
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23020/chunk_out_4.wav,vầng bác ở nhà không tí cháu giao
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23023/chunk_out_0.wav,bác a về đi cháu ngay cổng nhà bác đây rồi
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23074/chunk_in_1.wav,phải tầm mùng tám anh xuống thì mới gửi cho anh được nhá giờ anh anh lại về quê mất rồi thì mùng tám gửi cho anh cái nhá
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23074/chunk_out_1.wav,à em em gọi để giao đơn hàng quần áo gửi cho anh anh ạ anh thành ơi
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23074/chunk_out_4.wav,dạ dạ dạ em chào anh ạ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23114/chunk_in_1.wav,gửi về chỗ nào em ngõ bốn năm hai à
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23114/chunk_in_2.wav,có có mang qua cho chị nhá
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23114/chunk_in_3.wav,ô kê ô kê
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23114/chunk_out_0.wav,em gọi để giao quần áo đổi cho chị chị huyền ơi
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23114/chunk_out_2.wav,chờ chờ em hai phút em đến ngay
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23116/chunk_out_0.wav,em đến rồi chị ơi
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23140/chunk_out_0.wav,à anh gọi để giao đơn hàng gửi cho em cái vest ghi set vest ghi
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23140/chunk_out_1.wav,thu sáu trăm bốn chín nghìn anh mnag qua nhà cho em nhé
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23143/chunk_in_0.wav,alo ạ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23143/chunk_in_1.wav,vâng ạ vâng vâng
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23143/chunk_out_0.wav,à anh đến rồi em ạ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23143/chunk_out_1.wav,à ô kê kê ô kê
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23151/chunk_in_1.wav,vâng
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23151/chunk_out_0.wav,lại kiểm tra lại
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23151/chunk_out_1.wav,à anh gọi để giao đơn hàng nước ngoài gửi cho e hàng của bên trung quốc gửi cho em năm trăm năm trăm sáu chín nghìn chị ạ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23151/chunk_out_2.wav,à anh qua ngay đây anh qua ngay đây cảm ơn em
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23151/chunk_out_3.wav,ô kê ô kê
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23168/chunk_in_2.wav,alo ạ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23172/chunk_in_2.wav,dạ vâng anh đang ở đâu ạ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23172/chunk_in_4.wav,anh vào chưa ạ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23172/chunk_in_5.wav,dạ vâng đúng rồi  ạ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23172/chunk_in_7.wav,ô kê
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23172/chunk_out_0.wav,dạ em em gọi để giao đơn hàng quần áo gửi cho cho anh ý ạ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23172/chunk_out_1.wav,trên nào trên em đang đứng ở số sáu kim đồng anh ạ anh xuống lấy giúp em nhá
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23172/chunk_out_2.wav,số nhà ba ba ngõ sáu kim đồng hả anh
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23184/chunk_in_1.wav,à chiều mai nhá bây giờ cô đi đám chưa về nhá
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23184/chunk_in_2.wav,chiều mai
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23184/chunk_out_2.wav,chiều mai ạ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23184/chunk_out_3.wav,vâng vâng vâng tầm hai ba giờ cô nhá
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23184/chunk_out_4.wav,vâng vâng
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23194/chunk_out_0.wav,trước trước trước khi đặt nó phải bảo chị chứ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23195/chunk_out_4.wav,đơn hàng là là kính viễn anh ạ kính anh ạ
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23195/chunk_out_5.wav,kính
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23195/chunk_out_6.wav,lúc sáu giờ gì đó ạ vâng vầng vầng
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23225/chunk_in_1.wav,vâng của em bao tiền nhỉ anh nhỉ 
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23225/chunk_in_2.wav,một năm ấy
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23225/chunk_out_1.wav,bạn ra lấy cho mình nhé
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23225/chunk_out_3.wav,à một trăm năm mươi sáu nghìn
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23233/chunk_in_1.wav,em đang đứng ở cửa hàng này 
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23233/chunk_out_0.wav,chị ơi ui dồi ôi trưa nay em vội quá nên phóng qua mất chị còn ở cửa hàng không
/home/jovyan/ai-core/speech_to_text/data/ghtk/voice_daily/month_12/day_09/voice_split/23233/chunk_out_1.wav,em chưa em em em em đang ở ở trường định nếu mà chị còn ở đấy thì em phi qua còn không để mai em gửi lại cho chị 
